Statistical profiling result from bloq.log, (6788 ticks, 12 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      5    6.5%        LazyCompile: ~expressInit /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/middleware/init.js:29:30
      4   80.0%          LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      4  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      1   20.0%          LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      3    3.9%        LazyCompile: ~format /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/content-type/index.js:65:17
      2   66.7%          LazyCompile: ~setCharset /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/utils.js:250:41
      2  100.0%            LazyCompile: ~send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
      1   33.3%          LazyCompile: *send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
      1  100.0%            LazyCompile: ~json /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:239:25
      3    3.9%        LazyCompile: ~checkInvalidHeaderChar node:_http_common:233:32
      3  100.0%          LazyCompile: ~<anonymous> node:_http_outgoing:561:45
      3  100.0%            LazyCompile: ~setHeader node:_http_outgoing:571:57
      3    3.9%        LazyCompile: *write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11
      3  100.0%          LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/proto.js:164:16
      3  100.0%            LazyCompile: ~LOG /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:37:16
      2    2.6%        LazyCompile: ~prettifyObject /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/lib/utils.js:345:25
      2  100.0%          LazyCompile: ~pretty /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/index.js:65:19
      2  100.0%            LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11
      2    2.6%        LazyCompile: ~parseQueryStringValues /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/qs/lib/parse.js:41:50
      2  100.0%          LazyCompile: ~module.exports /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/qs/lib/parse.js:222:27
      2  100.0%            LazyCompile: ~parseExtendedQueryString /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/utils.js:291:34
      2    2.6%        LazyCompile: ~parse /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/content-type/index.js:106:16
      2  100.0%          LazyCompile: ~setCharset /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/utils.js:250:41
      2  100.0%            LazyCompile: ~send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
      2    2.6%        LazyCompile: *pretty /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino-pretty/index.js:65:19
      2  100.0%          LazyCompile: *write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11
      2  100.0%            LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/proto.js:164:16
      2    2.6%        LazyCompile: *parseQueryStringValues /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/qs/lib/parse.js:41:50
      1   50.0%          LazyCompile: ~module.exports /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/qs/lib/parse.js:222:27
      1  100.0%            LazyCompile: ~parseExtendedQueryString /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/utils.js:291:34
      1   50.0%          LazyCompile: *module.exports /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/qs/lib/parse.js:222:27
      1  100.0%            LazyCompile: ~parseExtendedQueryString /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/utils.js:291:34
      1    1.3%        LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:234:11
      1  100.0%          LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/proto.js:164:16
      1  100.0%            LazyCompile: ~LOG /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:37:16
      1    1.3%        LazyCompile: ~write /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/proto.js:164:16
      1  100.0%          LazyCompile: ~LOG /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/pino/lib/tools.js:37:16
      1  100.0%            LazyCompile: ~info /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/config/logger.js:31:14
      1    1.3%        LazyCompile: ~toIdentifier /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/toidentifier/index.js:22:23
      1  100.0%          LazyCompile: ~forEachCode /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/http-errors/index.js:243:38
      1  100.0%            T __ZN2v88internal4wasm11AsmJsParser19ExpressionStatementEv
      1    1.3%        LazyCompile: ~realpathSync node:fs:1731:22
      1  100.0%          LazyCompile: ~toRealPath node:internal/modules/cjs/loader:384:20
      1  100.0%            LazyCompile: ~tryFile node:internal/modules/cjs/loader:375:17
      1    1.3%        LazyCompile: ~readPackage node:internal/modules/cjs/loader:281:21
      1  100.0%          LazyCompile: ~tryPackage node:internal/modules/cjs/loader:329:20
      1  100.0%            LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:485:28
      1    1.3%        LazyCompile: ~populateMaps /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/mime-types/index.js:154:23
      1  100.0%          Eval: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/mime-types/index.js:1:1
      1  100.0%            LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1046:37
      1    1.3%        LazyCompile: ~onParserExecuteCommon node:_http_server:693:31
      1  100.0%          LazyCompile: ~onParserExecute node:_http_server:636:25
      1    1.3%        LazyCompile: ~match /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:110:39
      1  100.0%          LazyCompile: ~matchLayer /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:572:20
      1  100.0%            LazyCompile: ~next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      1    1.3%        LazyCompile: ~Module.load node:internal/modules/cjs/loader:960:33
      1  100.0%          LazyCompile: ~Module._load node:internal/modules/cjs/loader:748:24
      1  100.0%            LazyCompile: ~Module.require node:internal/modules/cjs/loader:988:36
      1    1.3%        LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/request.js:467:36
      1  100.0%          T __ZN2v88internal4wasm11AsmJsParser19ExpressionStatementEv
      1  100.0%            LazyCompile: ~send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
      1    1.3%        LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/debug/src/node.js:34:64
      1  100.0%          T __ZN2v88internal4wasm11AsmJsParser19ExpressionStatementEv
      1  100.0%            Eval: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/debug/src/node.js:1:1
      1    1.3%        LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      1  100.0%          LazyCompile: ~strategy.pass /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/passport/lib/middleware/authenticate.js:342:31
      1  100.0%            LazyCompile: ~SessionStrategy.authenticate /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/passport/lib/strategies/session.js:44:50
     47    4.4%      LazyCompile: *session /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:179:26
     44   93.6%        LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     36   81.8%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     36  100.0%            LazyCompile: ~cookieParser /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/cookie-parser/index.js:44:32
      8   18.2%          LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      8  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:275:64
      3    6.4%        LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      3  100.0%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      3  100.0%            LazyCompile: ~cookieParser /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/cookie-parser/index.js:44:32
     45    4.2%      LazyCompile: ~cookieParser /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/cookie-parser/index.js:44:32
     26   57.8%        LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     24   92.3%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     24  100.0%            LazyCompile: ~expressInit /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/middleware/init.js:29:30
      2    7.7%          LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      2  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:275:64
     19   42.2%        LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     15   78.9%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     15  100.0%            LazyCompile: ~expressInit /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/middleware/init.js:29:30
      4   21.1%          LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      4  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:275:64
     38    3.5%      LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     17   44.7%        LazyCompile: ~strategy.pass /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/passport/lib/middleware/authenticate.js:342:31
     17  100.0%          LazyCompile: ~SessionStrategy.authenticate /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/passport/lib/strategies/session.js:44:50
     17  100.0%            LazyCompile: ~attempt /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/passport/lib/middleware/authenticate.js:177:22
      7   18.4%        LazyCompile: ~cookieParser /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/cookie-parser/index.js:44:32
      6   85.7%          LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      6  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      1   14.3%          LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      7   18.4%        LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:485:38
      5   71.4%          LazyCompile: *processImmediate node:internal/timers:421:28
      2   28.6%          LazyCompile: ~processImmediate node:internal/timers:421:28
      4   10.5%        LazyCompile: ~initialize /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/passport/lib/middleware/initialize.js:44:29
      3   75.0%          LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      3  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      1   25.0%          LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      2    5.3%        LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:136:31
      2  100.0%          LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/application.js:158:29
      2  100.0%            LazyCompile: ~app /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/express.js:38:21
      1    2.6%        LazyCompile: ~query /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/middleware/query.js:39:24
      1  100.0%          LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     35    3.2%      LazyCompile: ~expressInit /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/middleware/init.js:29:30
     19   54.3%        LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     16   84.2%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     16  100.0%            LazyCompile: ~query /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/middleware/query.js:39:24
      3   15.8%          LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      3  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:275:64
     16   45.7%        LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     14   87.5%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     14  100.0%            LazyCompile: ~query /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/middleware/query.js:39:24
      2   12.5%          LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      2  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:275:64
     31    2.9%      LazyCompile: ~json /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:239:25
     31  100.0%        LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17
     17   54.8%          LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     17  100.0%            LazyCompile: ~next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/route.js:114:16
     14   45.2%          LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     14  100.0%            LazyCompile: ~next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/route.js:114:16
     27    2.5%      LazyCompile: ~session /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:179:26
     27  100.0%        LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     21   77.8%          LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
     21  100.0%            LazyCompile: ~cookieParser /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/cookie-parser/index.js:44:32
      6   22.2%          LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      6  100.0%            LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:275:64
     26    2.4%      LazyCompile: ~getSession /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/session/memory.js:164:20
     10   38.5%        LazyCompile: *session /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:179:26
      9   90.0%          LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      7   77.8%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      2   22.2%            LazyCompile: ~trim_prefix /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:288:23
      1   10.0%          LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      1  100.0%            LazyCompile: *next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/index.js:176:16
      9   34.6%        LazyCompile: ~touch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/session/memory.js:147:45
      9  100.0%          LazyCompile: ~end /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:250:27
      9  100.0%            LazyCompile: ~send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
      7   26.9%        LazyCompile: ~get /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/session/memory.js:106:41
      7  100.0%          LazyCompile: ~session /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:179:26
      7  100.0%            LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     25    2.3%      LazyCompile: ~send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
     25  100.0%        LazyCompile: ~json /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:239:25
     25  100.0%          LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17
     14   56.0%            LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     11   44.0%            LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     24    2.2%      LazyCompile: ~stringify /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:1118:20
     24  100.0%        LazyCompile: ~json /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:239:25
     24  100.0%          LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17
     13   54.2%            LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     11   45.8%            LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     24    2.2%      LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17
     14   58.3%        LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     14  100.0%          LazyCompile: ~next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/route.js:114:16
     14  100.0%            LazyCompile: ~dispatch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/route.js:98:45
     10   41.7%        LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
     10  100.0%          LazyCompile: ~next /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/route.js:114:16
     10  100.0%            LazyCompile: ~dispatch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/route.js:98:45
     23    2.1%      LazyCompile: ~end node:_http_outgoing:813:45
     23  100.0%        LazyCompile: ~writeend /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:260:24
     20   87.0%          LazyCompile: ~ontouch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:347:65
     15   75.0%            LazyCompile: *processImmediate node:internal/timers:421:28
      5   25.0%            LazyCompile: ~processImmediate node:internal/timers:421:28
      3   13.0%          LazyCompile: ~onsave /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:335:41
      3  100.0%            LazyCompile: ~processImmediate node:internal/timers:421:28
     22    2.0%      LazyCompile: *nextTick node:internal/process/task_queues:102:18
     13   59.1%        LazyCompile: ~onwrite node:internal/streams/writable:431:17
      7   53.8%          LazyCompile: ~afterWriteDispatched node:internal/stream_base_commons:155:30
      7  100.0%            LazyCompile: ~writevGeneric node:internal/stream_base_commons:122:23
      6   46.2%          LazyCompile: *clearBuffer node:internal/streams/writable:534:21
      6  100.0%            LazyCompile: ~Writable.uncork node:internal/streams/writable:347:37
      3   13.6%        LazyCompile: ~emitReadable node:internal/streams/readable:559:22
      3  100.0%          LazyCompile: ~onEofChunk node:internal/streams/readable:529:20
      3  100.0%            LazyCompile: ~readableAddChunk node:internal/streams/readable:235:26
      3   13.6%        LazyCompile: *write_ node:_http_outgoing:710:16
      3  100.0%          LazyCompile: ~write node:_http_outgoing:681:49
      2   66.7%            LazyCompile: *writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      1   33.3%            LazyCompile: ~writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      2    9.1%        LazyCompile: ~write_ node:_http_outgoing:710:16
      2  100.0%          LazyCompile: ~write node:_http_outgoing:681:49
      2  100.0%            LazyCompile: ~writetop /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:270:24
      1    4.5%        LazyCompile: *Readable.read node:internal/streams/readable:394:35
      1  100.0%          LazyCompile: ~resume_ node:internal/streams/readable:979:17
      1  100.0%            LazyCompile: *processTicksAndRejections node:internal/process/task_queues:66:35
     21    1.9%      LazyCompile: *hash /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:596:14
     11   52.4%        LazyCompile: ~inflate /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:371:22
     11  100.0%          LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:485:38
     11  100.0%            LazyCompile: *processImmediate node:internal/timers:421:28
     10   47.6%        LazyCompile: ~isSaved /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:430:21
     10  100.0%          LazyCompile: ~shouldSave /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:440:24
      6   60.0%            LazyCompile: ~end /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:250:27
      4   40.0%            LazyCompile: ~shouldTouch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:453:25
     18    1.7%      LazyCompile: ~res.get /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:788:19
     17   94.4%        LazyCompile: ~json /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:239:25
     17  100.0%          LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/src/app-bloq.js:59:17
     11   64.7%            LazyCompile: ~handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      6   35.3%            LazyCompile: *handle /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/router/layer.js:86:49
      1    5.6%        LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/request.js:467:36
      1  100.0%          T __ZN2v88internal4wasm11AsmJsParser19ExpressionStatementEv
      1  100.0%            LazyCompile: *send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
     18    1.7%      LazyCompile: ~hash /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:596:14
     12   66.7%        LazyCompile: ~inflate /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:371:22
     12  100.0%          LazyCompile: ~<anonymous> /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:485:38
      7   58.3%            LazyCompile: *processImmediate node:internal/timers:421:28
      5   41.7%            LazyCompile: ~processImmediate node:internal/timers:421:28
      6   33.3%        LazyCompile: ~isSaved /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:430:21
      6  100.0%          LazyCompile: ~shouldSave /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:440:24
      4   66.7%            LazyCompile: ~end /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:250:27
      1   16.7%            LazyCompile: ~shouldTouch /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express-session/index.js:453:25
      1   16.7%            LazyCompile: *send /Users/rafaelmascayano/git/coderhouse/sesion32/desafio/node/node_modules/express/lib/response.js:107:25
